doctor_id,comments_used,doc_token_len_est,top_terms,top_terms_scored
100246,122,455,پوسته | جوش | پوسته پوسته | رفع تشخیص | جوش صورت | خارش بدن | پوست | ریزش | شدم جوش | خارش | صورتم | ریزش مو | مو | صورت | سرعت,پوسته:0.1141 | جوش:0.0973 | پوسته پوسته:0.0942 | رفع تشخیص:0.0942 | جوش صورت:0.0925 | خارش بدن:0.0915 | پوست:0.0908 | ریزش:0.0871 | شدم جوش:0.0854 | خارش:0.0834 | صورتم:0.0830 | ریزش مو:0.0812 | مو:0.0799 | صورت:0.0790 | سرعت:0.0785
105720,124,603,ریزش مو | ریزش | مو | عالیه ریزش | پوست | مو سکه‌ای | لک صورت | صورت مراجعه | درمان آکنه | صورتش | پوستی | گال | صورت | قرمزی | لیزر,ریزش مو:0.0860 | ریزش:0.0857 | مو:0.0822 | عالیه ریزش:0.0819 | پوست:0.0789 | مو سکه‌ای:0.0776 | لک صورت:0.0731 | صورت مراجعه:0.0725 | درمان آکنه:0.0716 | صورتش:0.0716 | پوستی:0.0713 | گال:0.0704 | صورت:0.0687 | قرمزی:0.0683 | لیزر:0.0681
105809,122,506,بینی | طبیعی بدون | عمل بینی | بینی داشتم | زیبایی بینی | وز | بینی طبیعی | جراحی بینی | گرفتگی بینی | وز گوش | گوش گوش‌درد | گوش برطرف | زیبایی | عمل زیبایی | بینی عمل,بینی:0.1081 | طبیعی بدون:0.0992 | عمل بینی:0.0980 | بینی داشتم:0.0932 | زیبایی بینی:0.0921 | وز:0.0910 | بینی طبیعی:0.0881 | جراحی بینی:0.0850 | گرفتگی بینی:0.0834 | وز گوش:0.0799 | گوش گوش‌درد:0.0799 | گوش برطرف:0.0784 | زیبایی:0.0769 | عمل زیبایی:0.0764 | بینی عمل:0.0724
105831,238,1130,حنجره | حنجره داشتم | سرطان حنجره | پلیپ حنجره | مشکل حنجره | گرفتگی صدا | مقدم | عمل حنجره | صدا | حنجره سلام | حنجره عمل | گلو عمل | کنسر حنجره | جراحی حنجره | صدام,حنجره:0.1365 | حنجره داشتم:0.1075 | سرطان حنجره:0.1047 | پلیپ حنجره:0.1034 | مشکل حنجره:0.1018 | گرفتگی صدا:0.0967 | مقدم:0.0949 | عمل حنجره:0.0916 | صدا:0.0908 | حنجره سلام:0.0871 | حنجره عمل:0.0871 | گلو عمل:0.0803 | کنسر حنجره:0.0803 | جراحی حنجره:0.0803 | صدام:0.0788
106162,179,911,فارغ | پور | بارداری | سزارین | عفونت داشتم | یبار رفتم | دستشون شفاست | سزارین ایشون | مشاوره بارداری | رحم دارم | دنیا آوردن | عفونت شدید | باهاشون آشنا | حوصله وبا | زایمان سزارین,فارغ:0.1067 | پور:0.0790 | بارداری:0.0732 | سزارین:0.0707 | عفونت داشتم:0.0703 | یبار رفتم:0.0695 | دستشون شفاست:0.0672 | سزارین ایشون:0.0672 | مشاوره بارداری:0.0672 | رحم دارم:0.0654 | دنیا آوردن:0.0654 | عفونت شدید:0.0639 | باهاشون آشنا:0.0637 | حوصله وبا:0.0637 | زایمان سزارین:0.0624
106337,244,1108,زایمان | بارداری | می‌رفتم پیششون | بارداری می‌رفتم | مهربان زایمان | فیبروم | سزارین | بارداری ایشون | دوران بارداری | برا مریض | رحم | افتادگی رحم | بود زایمان | چکاپ | بودم زایمان,زایمان:0.0774 | بارداری:0.0756 | می‌رفتم پیششون:0.0655 | بارداری می‌رفتم:0.0655 | مهربان زایمان:0.0655 | فیبروم:0.0647 | سزارین:0.0618 | بارداری ایشون:0.0609 | دوران بارداری:0.0597 | برا مریض:0.0579 | رحم:0.0566 | افتادگی رحم:0.0554 | بود زایمان:0.0554 | چکاپ:0.0550 | بودم زایمان:0.0543
106705,251,1261,بهنام | دکتر بهنام | داری | پزشک دنیا | عال دیسک | همراه بیمار | ماهر متخصص | پزشکی حوصله | سردرد | مغزی | سرع | شده_بودم تشخیص | اینستاگرام | عالیترین | عالی میگرن,بهنام:0.0796 | دکتر بهنام:0.0796 | داری:0.0776 | پزشک دنیا:0.0759 | عال دیسک:0.0642 | همراه بیمار:0.0618 | ماهر متخصص:0.0612 | پزشکی حوصله:0.0612 | سردرد:0.0595 | مغزی:0.0591 | سرع:0.0589 | شده_بودم تشخیص:0.0589 | اینستاگرام:0.0570 | عالیترین:0.0554 | عالی میگرن:0.0540
107448,251,1150,جوش | مشکل جوش | جوش صورت | پوست صورتم | ریزش | مو | ریزش مو | خاصی ندیدم | پوستی | پوست | کلوئید | ور | لیکن پلان | لیکن | پلان,جوش:0.0769 | مشکل جوش:0.0718 | جوش صورت:0.0709 | پوست صورتم:0.0707 | ریزش:0.0701 | مو:0.0680 | ریزش مو:0.0669 | خاصی ندیدم:0.0657 | پوستی:0.0640 | پوست:0.0637 | کلوئید:0.0627 | ور:0.0627 | لیکن پلان:0.0610 | لیکن:0.0598 | پلان:0.0598
107730,104,520,سردرد | سر درد | مغزی | سکته مغزی | نسخه شدم | لرزش | سکته | سردرد داشتم | سردردهای | خانم دکتر | موارد | خانم | میگرنی | خیلیی ممنونم | ویزیت جواب,سردرد:0.0797 | سر درد:0.0735 | مغزی:0.0700 | سکته مغزی:0.0693 | نسخه شدم:0.0685 | لرزش:0.0651 | سکته:0.0639 | سردرد داشتم:0.0635 | سردردهای:0.0635 | خانم دکتر:0.0633 | موارد:0.0619 | خانم:0.0615 | میگرنی:0.0606 | خیلیی ممنونم:0.0601 | ویزیت جواب:0.0601
107805,69,473,خیام | فر | سنگ | سرپایی | کلیه داشتم | کلیه | سنگ کلیه | تنگی مجاری | بارداریم | مجرای | ادراری | پروستات | گیرم | کار افتاده_بود | پدرم یه,خیام:0.1606 | فر:0.1321 | سنگ:0.0897 | سرپایی:0.0877 | کلیه داشتم:0.0874 | کلیه:0.0862 | سنگ کلیه:0.0848 | تنگی مجاری:0.0796 | بارداریم:0.0761 | مجرای:0.0723 | ادراری:0.0702 | پروستات:0.0694 | گیرم:0.0615 | کار افتاده_بود:0.0615 | پدرم یه:0.0615
107871,146,547,زانو | جراحی پلاتین | مراجعه خیلی | عالی کمر | زانو درد | دکتر کاربلدی | راهنمایی‌های | درد زانو | زانو داشتم | مفصل | کمر | مادرم ایشون | ارتروز | تعویض مفصل | عمل دست,زانو:0.1012 | جراحی پلاتین:0.0984 | مراجعه خیلی:0.0903 | عالی کمر:0.0903 | زانو درد:0.0832 | دکتر کاربلدی:0.0810 | راهنمایی‌های:0.0796 | درد زانو:0.0781 | زانو داشتم:0.0781 | مفصل:0.0727 | کمر:0.0722 | مادرم ایشون:0.0692 | ارتروز:0.0642 | تعویض مفصل:0.0638 | عمل دست:0.0624
108484,236,1248,پارگی دیسک | دیسک | کمر | کمر عمل | عمل کمر | دیسک کمر | کمردرد داشتم | آلان | هستم وخیلی | میگرن | داروهایی بهم | نتایج | داروهایی دکتر | دنبالچه | جراحی مغز,پارگی دیسک:0.0723 | دیسک:0.0673 | کمر:0.0642 | کمر عمل:0.0640 | عمل کمر:0.0635 | دیسک کمر:0.0623 | کمردرد داشتم:0.0621 | آلان:0.0596 | هستم وخیلی:0.0577 | میگرن:0.0572 | داروهایی بهم:0.0561 | نتایج:0.0541 | داروهایی دکتر:0.0534 | دنبالچه:0.0534 | جراحی مغز:0.0523
108782,245,1419,زگیل تناسلی | درمان زگیل | دکتر نظری | تناسلی | تنگی واژن | زگیل | واژن انجام | واژن | حفظش کنه | حفظش | جراحی تنگی | سال باردار | داشتم ازمایش | خوبه زگیل | دوست‌داشتنی درمان,زگیل تناسلی:0.0912 | درمان زگیل:0.0898 | دکتر نظری:0.0837 | تناسلی:0.0813 | تنگی واژن:0.0790 | زگیل:0.0726 | واژن انجام:0.0705 | واژن:0.0694 | حفظش کنه:0.0620 | حفظش:0.0611 | جراحی تنگی:0.0595 | سال باردار:0.0594 | داشتم ازمایش:0.0594 | خوبه زگیل:0.0594 | دوست‌داشتنی درمان:0.0594
109296,148,639,دکتر امینی | امینی | زانو | ومعاینه | دزد | مشکل زانو | زانو درد | زانو داشتم | درد زانو | زانو مراجعه | پادرد | عضله | تاندون | درد پا | متشخص,دکتر امینی:0.1090 | امینی:0.1090 | زانو:0.0968 | ومعاینه:0.0922 | دزد:0.0879 | مشکل زانو:0.0813 | زانو درد:0.0780 | زانو داشتم:0.0669 | درد زانو:0.0625 | زانو مراجعه:0.0619 | پادرد:0.0613 | عضله:0.0575 | تاندون:0.0563 | درد پا:0.0561 | متشخص:0.0549
109440,251,1115,ویزیت گران | باشه واقعا | سالشه دکتر | باردار شدم | میکرو | ارامش | بارداری | بودم باردار | ivf | باردار | زایمان | الان دخترم | گران | عالی ویزیت | درمان ناباروری,ویزیت گران:0.0680 | باشه واقعا:0.0680 | سالشه دکتر:0.0680 | باردار شدم:0.0659 | میکرو:0.0649 | ارامش:0.0636 | بارداری:0.0632 | بودم باردار:0.0624 | ivf:0.0604 | باردار:0.0603 | زایمان:0.0600 | الان دخترم:0.0587 | گران:0.0573 | عالی ویزیت:0.0573 | درمان ناباروری:0.0573
109981,244,1040,طاووسی | دکتر طاووسی | پسوریازیس درمان | پوستی | پوست | منصف دکتر | زنا | هیدرآدنیت | تیکه | قارچ پوست | لک | پسوریازیس | جوش‌های هورمونی | ریزش | شکاف,طاووسی:0.0982 | دکتر طاووسی:0.0982 | پسوریازیس درمان:0.0767 | پوستی:0.0722 | پوست:0.0705 | منصف دکتر:0.0696 | زنا:0.0696 | هیدرآدنیت:0.0696 | تیکه:0.0696 | قارچ پوست:0.0696 | لک:0.0685 | پسوریازیس:0.0664 | جوش‌های هورمونی:0.0664 | ریزش:0.0648 | شکاف:0.0639
110102,216,923,کاظمی | دکتر کاظمی | زانو | prp | جراحی پا | زانو درد | prp انجام | تصادفی | مفصل | پاش | تاندون دکتر | تعویض مفصل | تعویض | آرپی | آرتروز,کاظمی:0.0886 | دکتر کاظمی:0.0886 | زانو:0.0787 | prp:0.0751 | جراحی پا:0.0749 | زانو درد:0.0680 | prp انجام:0.0666 | تصادفی:0.0666 | مفصل:0.0653 | پاش:0.0653 | تاندون دکتر:0.0647 | تعویض مفصل:0.0646 | تعویض:0.0617 | آرپی:0.0617 | آرتروز:0.0610
110120,253,1452,صابری | دکتر صابری | استخوانی | تومور | تومور استخوانی | کیست استخوانی | دکتر صادق | بازوی | جراحی تومور | ران | صادق | استخوان | صابری تشخیص | صاحب‌نام | ران پای,صابری:0.1425 | دکتر صابری:0.1337 | استخوانی:0.0916 | تومور:0.0739 | تومور استخوانی:0.0736 | کیست استخوانی:0.0736 | دکتر صادق:0.0736 | بازوی:0.0702 | جراحی تومور:0.0651 | ران:0.0624 | صادق:0.0606 | استخوان:0.0604 | صابری تشخیص:0.0594 | صاحب‌نام:0.0594 | ران پای:0.0594
110145,42,197,نعوظ | سوند | کلیه | سال کلیه | مشکلم چی | خوبیه بنده | دارم وحدود | بچم دکتر | نتیجه حاصل‌شده | ادرار نتیجه | ومن زندگی | عالی جناب | قدیم | میکنه عالیه | سیستوسکوپی انجام,نعوظ:0.1630 | سوند:0.1426 | کلیه:0.1053 | سال کلیه:0.1000 | مشکلم چی:0.1000 | خوبیه بنده:0.1000 | دارم وحدود:0.1000 | بچم دکتر:0.1000 | نتیجه حاصل‌شده:0.1000 | ادرار نتیجه:0.1000 | ومن زندگی:0.1000 | عالی جناب:0.1000 | قدیم:0.1000 | میکنه عالیه:0.1000 | سیستوسکوپی انجام:0.1000
110161,254,2478,پای پرانتزی | پرانتزی | پرانتزی داشتم | پای چپم | عمل پای | پای | پای راستم | مشکل پای | جراحی پای | چرخش | پرانتزی مراجعه | تعویض مفصل | تعویض | مفصل | صلیبی,پای پرانتزی:0.0892 | پرانتزی:0.0794 | پرانتزی داشتم:0.0778 | پای چپم:0.0658 | عمل پای:0.0658 | پای:0.0608 | پای راستم:0.0597 | مشکل پای:0.0597 | جراحی پای:0.0581 | چرخش:0.0556 | پرانتزی مراجعه:0.0556 | تعویض مفصل:0.0554 | تعویض:0.0542 | مفصل:0.0541 | صلیبی:0.0540
110507,248,1189,مقدم | زایمان | وتحت خانم | بارداری | احساس آرامش | دستت | دکتر باردار | باردار | کیست داشتم | دوقلو | باهاشون | دوران بارداری | باردار شدم | فوق‌العاده کار | نازایی داشتم,مقدم:0.0721 | زایمان:0.0680 | وتحت خانم:0.0655 | بارداری:0.0622 | احساس آرامش:0.0601 | دستت:0.0601 | دکتر باردار:0.0552 | باردار:0.0550 | کیست داشتم:0.0549 | دوقلو:0.0539 | باهاشون:0.0520 | دوران بارداری:0.0520 | باردار شدم:0.0511 | فوق‌العاده کار:0.0509 | نازایی داشتم:0.0509
110617,97,485,کرم دست‌ساز | پوستی | ناراحتی پوستی | پوست | هستم جوش‌های | خال | طبیعیه | جوش | رزاسه | پوستی نتیجه | صورتش | دست‌ساز | قارچ پوستی | مو | کرم,کرم دست‌ساز:0.1041 | پوستی:0.1014 | ناراحتی پوستی:0.0970 | پوست:0.0956 | هستم جوش‌های:0.0955 | خال:0.0943 | طبیعیه:0.0876 | جوش:0.0828 | رزاسه:0.0823 | پوستی نتیجه:0.0823 | صورتش:0.0808 | دست‌ساز:0.0795 | قارچ پوستی:0.0791 | مو:0.0784 | کرم:0.0731
110876,183,903,کرمی | تنگی نخاع | جواب‌ام آر‌ای | فعلا ام | دیسک | کمر | فقرات فعلا | آی دادم | جراحی دیسک | دیسک کمر | آر‌ای | کانال داشتم | ام آر | کمرم | تومور مغزی,کرمی:0.0844 | تنگی نخاع:0.0753 | جواب‌ام آر‌ای:0.0742 | فعلا ام:0.0725 | دیسک:0.0714 | کمر:0.0710 | فقرات فعلا:0.0707 | آی دادم:0.0707 | جراحی دیسک:0.0658 | دیسک کمر:0.0649 | آر‌ای:0.0627 | کانال داشتم:0.0625 | ام آر:0.0624 | کمرم:0.0609 | تومور مغزی:0.0599
110955,239,991,دکتر نوری | نوری | شستشو | گوش‌درد | گوشم | شنوایی دکتر | حرفه‌ای راضی | شستشوی گوش | شستشوی | است بسیار | 30 سال | سنگ لوزه | گوشم عفونت | حاذق بااخلاق | طبیب,دکتر نوری:0.0963 | نوری:0.0927 | شستشو:0.0750 | گوش‌درد:0.0681 | گوشم:0.0674 | شنوایی دکتر:0.0658 | حرفه‌ای راضی:0.0637 | شستشوی گوش:0.0630 | شستشوی:0.0626 | است بسیار:0.0619 | 30 سال:0.0619 | سنگ لوزه:0.0590 | گوشم عفونت:0.0590 | حاذق بااخلاق:0.0590 | طبیب:0.0567
111065,35,148,کلیه | تکرر | کلیه دکترخیلی | باوجدان عال | دوره مراجعه | ومداوا | ایشون میگن | خدا هستم | جراح زبردست | داخل مثانه | رضایتبخش الان | دلسوز‌ی | ادرار بنده | تشخیص ومداوا | لطف زحمات,کلیه:0.1360 | تکرر:0.1254 | کلیه دکترخیلی:0.1136 | باوجدان عال:0.1136 | دوره مراجعه:0.1136 | ومداوا:0.1136 | ایشون میگن:0.1136 | خدا هستم:0.1136 | جراح زبردست:0.1136 | داخل مثانه:0.1136 | رضایتبخش الان:0.1136 | دلسوز‌ی:0.1136 | ادرار بنده:0.1136 | تشخیص ومداوا:0.1136 | لطف زحمات:0.1136
111324,66,212,عفونت مثانه | دکترو | کلیه | مثانه | پروستات | ببینیم | میگذره | عاالی باتجربه | شده_باشم | بردار | بعدهم | پدرم سوند | می‌خواستیم بریم | بهبودی سلام | نوبتمون,عفونت مثانه:0.1216 | دکترو:0.1196 | کلیه:0.1108 | مثانه:0.1061 | پروستات:0.1043 | ببینیم:0.0993 | میگذره:0.0985 | عاالی باتجربه:0.0925 | شده_باشم:0.0925 | بردار:0.0925 | بعدهم:0.0925 | پدرم سوند:0.0925 | می‌خواستیم بریم:0.0925 | بهبودی سلام:0.0925 | نوبتمون:0.0925
111550,110,619,کانال نخاع | نخاع | خدا عمل | کانال | تنگی کانال | دیسک | اهل | جواب‌ام آر | ستون فقرات | ستون | مغزی | فقرات | دیسک کمر | آوردم | سکته مغزی,کانال نخاع:0.0911 | نخاع:0.0869 | خدا عمل:0.0847 | کانال:0.0770 | تنگی کانال:0.0768 | دیسک:0.0760 | اهل:0.0744 | جواب‌ام آر:0.0717 | ستون فقرات:0.0703 | ستون:0.0695 | مغزی:0.0694 | فقرات:0.0691 | دیسک کمر:0.0654 | آوردم:0.0634 | سکته مغزی:0.0629
112554,238,1522,زانو | تعویض | عمل پروتز | مفصل | زانوی | تعویض مفصل | زانو مادرم | مینیسک | پروتز | of | درست بدون | زانو داشتیم | چنتا دکتر | زانو عمل | عمل زانو,زانو:0.0680 | تعویض:0.0619 | عمل پروتز:0.0609 | مفصل:0.0604 | زانوی:0.0603 | تعویض مفصل:0.0593 | زانو مادرم:0.0586 | مینیسک:0.0572 | پروتز:0.0572 | of:0.0566 | درست بدون:0.0539 | زانو داشتیم:0.0539 | چنتا دکتر:0.0539 | زانو عمل:0.0530 | عمل زانو:0.0526
112601,268,1334,میگرن چشمی | میگرن | نوار عصب | نوار | چشمی | تشخیص میگرن | توهم | الزایمر | فر | حوصله مودب | تومان | آلزایمر | هستن میگرن | میگرن داشتم | سردرد‌های,میگرن چشمی:0.0827 | میگرن:0.0805 | نوار عصب:0.0769 | نوار:0.0766 | چشمی:0.0731 | تشخیص میگرن:0.0703 | توهم:0.0678 | الزایمر:0.0675 | فر:0.0628 | حوصله مودب:0.0616 | تومان:0.0615 | آلزایمر:0.0613 | هستن میگرن:0.0593 | میگرن داشتم:0.0591 | سردرد‌های:0.0589
112956,143,917,زانو | توانا خوش‌اخلاق | مینیسک | رباط صلیبی | صلیبی | رباط | زانوی | صلیبی acl | عمل آرتروسکوپی | هستن پای | جراحی رباط | مشگل درد | مینیسک زانو | مفصل | تعویض,زانو:0.0889 | توانا خوش‌اخلاق:0.0874 | مینیسک:0.0826 | رباط صلیبی:0.0807 | صلیبی:0.0802 | رباط:0.0772 | زانوی:0.0767 | صلیبی acl:0.0706 | عمل آرتروسکوپی:0.0679 | هستن پای:0.0679 | جراحی رباط:0.0644 | مشگل درد:0.0639 | مینیسک زانو:0.0629 | مفصل:0.0617 | تعویض:0.0609
113197,223,915,میگرن | صرع | پای بی‌قرار | آلزایمر پدر | سندرم پای | بیمارستان امام | پارکینسون | سندرم | بی‌قرار | ویزیت مشاوره | صرع دارم | امام خمینی | خمینی | امام | درمان اقای,میگرن:0.0776 | صرع:0.0759 | پای بی‌قرار:0.0744 | آلزایمر پدر:0.0744 | سندرم پای:0.0744 | بیمارستان امام:0.0743 | پارکینسون:0.0730 | سندرم:0.0729 | بی‌قرار:0.0710 | ویزیت مشاوره:0.0710 | صرع دارم:0.0683 | امام خمینی:0.0661 | خمینی:0.0661 | امام:0.0656 | درمان اقای:0.0643
113224,213,691,ms | کمر خوب | هستم بیماری | صرع | بیماری‌ام اس | پارکینسون | کمر | بیماری‌ام | دیسک | مغزی | مریض ایشون | سکته مغزی | بهترین | اس | آلزایمر,ms:0.0738 | کمر خوب:0.0721 | هستم بیماری:0.0693 | صرع:0.0672 | بیماری‌ام اس:0.0649 | پارکینسون:0.0646 | کمر:0.0624 | بیماری‌ام:0.0616 | دیسک:0.0610 | مغزی:0.0602 | مریض ایشون:0.0601 | سکته مغزی:0.0597 | بهترین:0.0586 | اس:0.0571 | آلزایمر:0.0566
113371,249,991,ریزش مو | ریزش | پوسته | جوش | مو | مو داشتم | مو سلام | پوست | عالییه | پوست پوست | جوش صورت | پوستی | دخترم جوش | کنترل الان | جوش‌های,ریزش مو:0.0866 | ریزش:0.0860 | پوسته:0.0844 | جوش:0.0832 | مو:0.0825 | مو داشتم:0.0798 | مو سلام:0.0789 | پوست:0.0786 | عالییه:0.0786 | پوست پوست:0.0767 | جوش صورت:0.0722 | پوستی:0.0722 | دخترم جوش:0.0717 | کنترل الان:0.0684 | جوش‌های:0.0666
113444,69,271,دوسش | رازی | خونریزیهای | چکاپ برخورد | اینقدر مهربون | معاینه زایمان | پیششون درمانم | زایمان راضیم | زنان عفونت | پاپاسمیر | امید نتیجه | نشده ویزیت | بیمار مراجعه | ایشون تست | اندازه نداره,دوسش:0.1236 | رازی:0.0875 | خونریزیهای:0.0822 | چکاپ برخورد:0.0822 | اینقدر مهربون:0.0822 | معاینه زایمان:0.0822 | پیششون درمانم:0.0822 | زایمان راضیم:0.0822 | زنان عفونت:0.0822 | پاپاسمیر:0.0822 | امید نتیجه:0.0822 | نشده ویزیت:0.0822 | بیمار مراجعه:0.0822 | ایشون تست:0.0822 | اندازه نداره:0.0822
